(B) Sort...
/bin/rm: No match.
===> w1data/f0
4,170c4,7
< | Fri Apr  4 2008 | Royalty check            |      5,708.33  |      5,708.33  |
< | Thu Apr 29 2010 | Bonus                    |      1,274.61  |     11,181.18  |
< | Tue May 11 2010 | Gas company              | (    5,228.31) |      5,952.87  |
< | Tue May 18 2010 | Department of water & po | (    1,674.60) |      4,278.27  |
< | Thu Jul  1 2010 | Interest                 |      6,330.48  |     10,608.75  |
< | Wed Sep 15 2010 | Interest                 |      1,943.62  |     12,552.37  |
< | Mon Oct 25 2010 | Grocery                  | (      516.06) |     12,036.31  |
< | Sat Oct 30 2010 | Interest                 |      4,641.08  |     16,677.39  |
< | Wed Dec  8 2010 | Bonus                    |      2,073.50  |     18,750.89  |
< | Tue Jan  4 2011 | Gasoline                 | (    6,457.84) |     12,293.05  |
< | Wed Jan 12 2011 | Department of water & po | (    2,778.94) |      9,514.11  |
< | Tue Jun  7 2011 | Gasoline                 | (    4,995.61) |      4,518.50  |
< | Thu Jul  7 2011 | Gasoline                 | (    2,846.35) |      1,672.15  |
< | Sat Aug  6 2011 | Department of water & po | (    3,637.61) | (    1,965.46) |
< | Wed Sep 14 2011 | Interest                 |      6,167.14  |      4,201.68  |
< | Sat Dec 10 2011 | Interest                 |      2,315.27  |      6,516.95  |
< | Sun Jan 29 2012 | Royalty check            |      5,895.95  |     12,412.90  |
< | Thu Feb  2 2012 | Bonus                    |      5,183.77  |     17,596.67  |
< | Mon Feb 13 2012 | Department of water & po | (    1,990.82) |     15,605.85  |
< | Fri Mar  2 2012 | Phone bill               | (    5,240.08) |     10,365.77  |
< | Sun Mar 25 2012 | Gasoline                 | (    1,641.01) |      8,724.76  |
< | Mon Apr 30 2012 | Department of water & po | (    5,277.26) |      3,447.50  |
< | Thu May 17 2012 | Cable TV                 | (    2,892.23) |        555.27  |
< | Mon May 28 2012 | Bonus                    |      1,002.89  |      1,558.16  |
< | Fri Jun 22 2012 | Cable TV                 | (    1,187.74) |        370.42  |
< | Wed Aug  8 2012 | Paycheck                 |      1,431.98  |      1,802.40  |
< | Mon Sep  3 2012 | Grocery                  | (    6,480.37) | (    4,677.97) |
< | Mon Sep 10 2012 | Gas company              | (    1,502.35) | (    6,180.32) |
< | Thu Sep 13 2012 | Paycheck                 |      5,828.56  | (      351.76) |
< | Sat Sep 15 2012 | Interest                 |        990.33  |        638.57  |
< | Thu Oct 25 2012 | Grocery                  | (    2,067.19) | (    1,428.62) |
< | Tue Nov  6 2012 | Gasoline                 | (    4,417.97) | (    5,846.59) |
< | Sun Dec 30 2012 | Interest                 |      5,898.93  |         52.34  |
< | Tue Jan  8 2013 | Phone bill               | (    3,155.97) | (    3,103.63) |
< | Tue Feb 19 2013 | Interest                 |      4,140.03  |      1,036.40  |
< | Tue Feb 26 2013 | Bonus                    |      2,373.02  |      3,409.42  |
< | Fri May 10 2013 | Cable TV                 | (      195.69) |      3,213.73  |
< | Thu May 30 2013 | Phone bill               | (    5,664.04) | (    2,450.31) |
< | Sun Jun 16 2013 | Gasoline                 | (    1,884.97) | (    4,335.28) |
< | Wed Jul 10 2013 | Cable TV                 | (    5,607.25) | (    9,942.53) |
< | Sun Jul 14 2013 | Interest                 |      3,747.60  | (    6,194.93) |
< | Sat Sep  7 2013 | Bonus                    |      4,069.11  | (    2,125.82) |
< | Sun Sep 15 2013 | Interest                 |      4,167.26  |      2,041.44  |
< | Mon Oct 21 2013 | Department of water & po | (    2,411.62) | (      370.18) |
< | Sun Nov  3 2013 | Phone bill               | (    2,453.15) | (    2,823.33) |
< | Mon Nov  4 2013 | Phone bill               | (      525.81) | (    3,349.14) |
< | Sun Dec 15 2013 | Bonus                    |      1,820.50  | (    1,528.64) |
< | Sun Jan 12 2014 | Cable TV                 | (    5,266.90) | (    6,795.54) |
< | Mon Jan 20 2014 | Paycheck                 |      2,771.40  | (    4,024.14) |
< | Tue Feb 11 2014 | Gasoline                 | (    1,065.06) | (    5,089.20) |
< | Sat Feb 15 2014 | Interest                 |      2,690.63  | (    2,398.57) |
< | Mon May 19 2014 | Gas company              | (    1,272.96) | (    3,671.53) |
< | Wed Jun 18 2014 | Cable TV                 | (    2,129.32) | (    5,800.85) |
< | Fri Jun 27 2014 | Department of water & po | (    3,130.67) | (    8,931.52) |
< | Sat Jul  5 2014 | Interest                 |         19.50  | (    8,912.02) |
< | Mon Jul 14 2014 | Rent                     | (       33.03) | (    8,945.05) |
< | Sun Aug 31 2014 | Paycheck                 |      5,552.08  | (    3,392.97) |
< | Sat Sep 27 2014 | Department of water & po | (    3,980.50) | (    7,373.47) |
< | Tue Oct 14 2014 | Royalty check            |        484.10  | (    6,889.37) |
< | Thu Oct 16 2014 | Cable TV                 | (    1,399.74) | (    8,289.11) |
< | Thu Dec  4 2014 | Gasoline                 | (    2,463.73) | (   10,752.84) |
< | Fri Dec  5 2014 | Paycheck                 |      1,134.42  | (    9,618.42) |
< | Sun Dec 28 2014 | Rent                     | (    5,344.17) | (   14,962.59) |
< | Sun Dec 28 2014 | Rent                     | (    2,492.95) | (   17,455.54) |
< | Fri Feb 13 2015 | Paycheck                 |        547.05  | (   16,908.49) |
< | Wed Feb 18 2015 | Interest                 |      2,557.38  | (   14,351.11) |
< | Sun Mar 29 2015 | Gas company              | (    1,153.65) | (   15,504.76) |
< | Sun Mar 29 2015 | Royalty check            |      3,039.27  | (   12,465.49) |
< | Sat May  2 2015 | Gasoline                 | (      992.26) | (   13,457.75) |
< | Sat Jun  6 2015 | Royalty check            |      3,439.07  | (   10,018.68) |
< | Sat Aug 22 2015 | Paycheck                 |      1,791.19  | (    8,227.49) |
< | Sat Aug 29 2015 | Interest                 |        596.57  | (    7,630.92) |
< | Fri Sep  4 2015 | Royalty check            |      1,574.30  | (    6,056.62) |
< | Tue Sep 29 2015 | Bonus                    |      1,274.61  | (    4,782.01) |
< | Fri Nov 20 2015 | Interest                 |      6,470.28  |      1,688.27  |
< | Sun Apr 10 2016 | Grocery                  | (    1,254.66) |        433.61  |
< | Sun Apr 17 2016 | Paycheck                 |      4,854.69  |      5,288.30  |
< | Tue Apr 19 2016 | Phone bill               | (      387.75) |      4,900.55  |
< | Thu Apr 21 2016 | Department of water & po | (    2,053.32) |      2,847.23  |
< | Sun May 22 2016 | Grocery                  | (    5,480.02) | (    2,632.79) |
< | Fri Jul  8 2016 | Gasoline                 | (    2,685.94) | (    5,318.73) |
< | Mon Jul 25 2016 | Royalty check            |      3,365.15  | (    1,953.58) |
< | Thu Jul 28 2016 | Gasoline                 | (    1,035.57) | (    2,989.15) |
< | Wed Aug 31 2016 | Department of water & po | (    1,409.59) | (    4,398.74) |
< | Mon Sep 12 2016 | Rent                     | (    1,735.63) | (    6,134.37) |
< | Sun Dec 25 2016 | Paycheck                 |      1,152.96  | (    4,981.41) |
< | Wed Jan 25 2017 | Department of water & po | (    1,157.85) | (    6,139.26) |
< | Thu Feb 16 2017 | Rent                     | (    3,796.27) | (    9,935.53) |
< | Fri Feb 17 2017 | Cable TV                 | (    1,066.09) | (   11,001.62) |
< | Thu Mar 16 2017 | Paycheck                 |      5,891.74  | (    5,109.88) |
< | Sun Mar 26 2017 | Grocery                  | (    1,468.66) | (    6,578.54) |
< | Sat Apr  1 2017 | Interest                 |        810.10  | (    5,768.44) |
< | Sun May 21 2017 | Paycheck                 |      6,317.68  |        549.24  |
< | Wed Jul 26 2017 | Grocery                  | (      809.27) | (      260.03) |
< | Wed Aug  2 2017 | Royalty check            |      1,923.76  |      1,663.73  |
< | Wed Aug 16 2017 | Gasoline                 | (      564.14) |      1,099.59  |
< | Mon Aug 21 2017 | Bonus                    |      2,690.43  |      3,790.02  |
< | Sun Sep 17 2017 | Paycheck                 |      4,764.58  |      8,554.60  |
< | Mon Jan  8 2018 | Grocery                  | (    1,335.66) |      7,218.94  |
< | Thu Feb  1 2018 | Interest                 |      2,074.59  |      9,293.53  |
< | Thu Feb 15 2018 | Bonus                    |        534.77  |      9,828.30  |
< | Tue Mar 27 2018 | Bonus                    |      1,806.01  |     11,634.31  |
< | Mon Apr 23 2018 | Phone bill               | (      690.85) |     10,943.46  |
< | Thu May 10 2018 | Interest                 |        268.11  |     11,211.57  |
< | Thu Jun 21 2018 | Grocery                  | (    1,768.28) |      9,443.29  |
< | Sat Jul  7 2018 | Paycheck                 |      6,295.23  |     15,738.52  |
< | Sat Aug  4 2018 | Rent                     | (      711.99) |     15,026.53  |
< | Thu Aug  9 2018 | Paycheck                 |        810.24  |     15,836.77  |
< | Tue Aug 14 2018 | Paycheck                 |      6,453.34  |     22,290.11  |
< | Tue Aug 28 2018 | Grocery                  | (    6,298.31) |     15,991.80  |
< | Wed Nov 28 2018 | Paycheck                 |      2,086.42  |     18,078.22  |
< | Thu Nov 29 2018 | Royalty check            |      2,258.80  |     20,337.02  |
< | Mon Dec 17 2018 | Royalty check            |      3,333.74  |     23,670.76  |
< | Fri Jan 11 2019 | Grocery                  | (    4,480.40) |     19,190.36  |
< | Mon Feb 11 2019 | Interest                 |      2,869.48  |     22,059.84  |
< | Tue Apr  9 2019 | Phone bill               | (    2,367.30) |     19,692.54  |
< | Sun May 12 2019 | Royalty check            |      1,805.75  |     21,498.29  |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f26
4,61c4,7
< | Thu Jan 17 2008 | Phone bill               | (    2,511.56) | (    2,511.56) |
< | Fri Feb 15 2008 | Bonus                    |      6,029.30  |      3,517.74  |
< | Wed Mar 19 2008 | Paycheck                 |      1,477.00  |      4,994.74  |
< | Thu Mar 27 2008 | Bonus                    |      4,848.23  |      9,842.97  |
< | Sat May  3 2008 | Gas company              | (    4,147.99) |      5,694.98  |
< | Sat Jun 14 2008 | Rent                     | (    4,438.62) |      1,256.36  |
< | Tue Jul  8 2008 | Royalty check            |      5,061.58  |      6,317.94  |
< | Sat Dec 13 2008 | Bonus                    |      2,450.91  |      8,768.85  |
< | Tue Feb 17 2009 | Department of water & po | (      349.80) |      8,419.05  |
< | Mon Feb 23 2009 | Paycheck                 |      1,938.88  |     10,357.93  |
< | Sat Mar 28 2009 | Paycheck                 |      3,049.71  |     13,407.64  |
< | Sun Mar 29 2009 | Gas company              | (       49.17) |     13,358.47  |
< | Fri Apr 10 2009 | Royalty check            |      6,142.55  |     19,501.02  |
< | Mon Jul 20 2009 | Royalty check            |      5,047.93  |     24,548.95  |
< | Sun Oct 25 2009 | Gas company              | (      479.43) |     24,069.52  |
< | Tue Nov 10 2009 | Bonus                    |      6,515.11  |     30,584.63  |
< | Tue Mar  9 2010 | Interest                 |      3,825.44  |     34,410.07  |
< | Sat Jun 26 2010 | Gasoline                 | (    2,635.81) |     31,774.26  |
< | Fri Aug 27 2010 | Rent                     | (    5,999.47) |     25,774.79  |
< | Sat Jan  8 2011 | Rent                     | (      289.70) |     25,485.09  |
< | Sun Apr 17 2011 | Grocery                  | (    6,356.22) |     19,128.87  |
< | Mon Aug  8 2011 | Gasoline                 | (    5,033.88) |     14,094.99  |
< | Fri Nov 18 2011 | Bonus                    |      4,242.67  |     18,337.66  |
< | Fri Apr 20 2012 | Interest                 |      5,573.69  |     23,911.35  |
< | Tue May 22 2012 | Bonus                    |      2,952.33  |     26,863.68  |
< | Sat Jul  7 2012 | Gas company              | (    3,643.95) |     23,219.73  |
< | Mon Oct  8 2012 | Interest                 |      1,924.31  |     25,144.04  |
< | Mon Jan 21 2013 | Department of water & po | (      568.84) |     24,575.20  |
< | Wed Jan 23 2013 | Interest                 |      6,085.84  |     30,661.04  |
< | Sat Aug  3 2013 | Bonus                    |      2,895.37  |     33,556.41  |
< | Sun Sep  1 2013 | Royalty check            |      2,561.33  |     36,117.74  |
< | Wed Dec 18 2013 | Bonus                    |      4,844.00  |     40,961.74  |
< | Mon Dec 23 2013 | Royalty check            |      1,361.82  |     42,323.56  |
< | Tue Dec 31 2013 | Phone bill               | (    3,489.58) |     38,833.98  |
< | Tue Apr  1 2014 | Paycheck                 |      1,852.87  |     40,686.85  |
< | Wed Jun  4 2014 | Phone bill               | (    1,015.94) |     39,670.91  |
< | Mon Jul 21 2014 | Grocery                  | (    3,708.19) |     35,962.72  |
< | Sun Aug 24 2014 | Department of water & po | (    3,935.50) |     32,027.22  |
< | Thu Feb 19 2015 | Gasoline                 | (    6,539.33) |     25,487.89  |
< | Thu Mar 26 2015 | Rent                     | (    5,851.27) |     19,636.62  |
< | Thu Sep  3 2015 | Cable TV                 | (    2,546.52) |     17,090.10  |
< | Fri Dec 25 2015 | Paycheck                 |      6,368.69  |     23,458.79  |
< | Fri Feb 26 2016 | Gas company              | (    5,544.68) |     17,914.11  |
< | Thu May 19 2016 | Paycheck                 |      3,484.04  |     21,398.15  |
< | Tue Sep  6 2016 | Gas company              | (      118.69) |     21,279.46  |
< | Mon Oct 24 2016 | Paycheck                 |      5,332.69  |     26,612.15  |
< | Sat Nov 12 2016 | Royalty check            |      4,557.65  |     31,169.80  |
< | Sun Jan 15 2017 | Gasoline                 | (    2,557.84) |     28,611.96  |
< | Tue May 23 2017 | Department of water & po | (    3,297.51) |     25,314.45  |
< | Fri Oct  6 2017 | Paycheck                 |      1,946.44  |     27,260.89  |
< | Sun Oct 15 2017 | Phone bill               | (    2,634.40) |     24,626.49  |
< | Fri Oct 20 2017 | Gas company              | (    1,942.73) |     22,683.76  |
< | Fri Nov 10 2017 | Rent                     | (    3,320.19) |     19,363.57  |
< | Mon Dec 18 2017 | Phone bill               | (    3,160.44) |     16,203.13  |
< | Fri Mar  2 2018 | Gas company              | (    6,359.47) |      9,843.66  |
< | Wed Mar  7 2018 | Gas company              | (    5,687.94) |      4,155.72  |
< | Sun Apr  1 2018 | Cable TV                 | (    4,499.26) | (      343.54) |
< | Sun Dec  9 2018 | Interest                 |      5,512.90  |      5,169.36  |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f27
4,164c4,7
< | Wed Feb  6 2008 | Grocery                  | (      420.40) | (      420.40) |
< | Fri Feb  8 2008 | Bonus                    |      1,734.83  |      1,314.43  |
< | Sun Feb 24 2008 | Paycheck                 |      3,609.48  |      4,923.91  |
< | Sun Mar 30 2008 | Bonus                    |      6,114.87  |     11,038.78  |
< | Mon May 19 2008 | Phone bill               | (    1,764.54) |      9,274.24  |
< | Wed May 28 2008 | Gas company              | (    3,375.26) |      5,898.98  |
< | Fri May 30 2008 | Phone bill               | (    3,258.06) |      2,640.92  |
< | Mon Jun  2 2008 | Royalty check            |      3,893.07  |      6,533.99  |
< | Tue Jun  3 2008 | Gasoline                 | (    4,740.30) |      1,793.69  |
< | Fri Jun 13 2008 | Royalty check            |      5,396.54  |      7,190.23  |
< | Sat Jun 21 2008 | Grocery                  | (    6,144.60) |      1,045.63  |
< | Wed Jul 23 2008 | Cable TV                 | (    1,577.52) | (      531.89) |
< | Sat Aug  2 2008 | Interest                 |      3,503.88  |      2,971.99  |
< | Fri Sep 26 2008 | Phone bill               | (    5,154.40) | (    2,182.41) |
< | Sat Sep 27 2008 | Paycheck                 |      2,712.86  |        530.45  |
< | Sun Oct 12 2008 | Cable TV                 | (    2,877.89) | (    2,347.44) |
< | Thu Nov  6 2008 | Bonus                    |         83.57  | (    2,263.87) |
< | Sun Dec 14 2008 | Grocery                  | (      381.91) | (    2,645.78) |
< | Sun Dec 14 2008 | Royalty check            |      5,675.54  |      3,029.76  |
< | Mon Dec 15 2008 | Rent                     | (    4,407.40) | (    1,377.64) |
< | Fri Dec 19 2008 | Phone bill               | (    6,238.87) | (    7,616.51) |
< | Wed Jan 14 2009 | Interest                 |      3,864.30  | (    3,752.21) |
< | Mon Jan 19 2009 | Department of water & po | (    3,454.33) | (    7,206.54) |
< | Tue Jan 20 2009 | Rent                     | (    5,545.17) | (   12,751.71) |
< | Sat Feb  7 2009 | Grocery                  | (    5,435.75) | (   18,187.46) |
< | Sat Feb 14 2009 | Royalty check            |      2,583.38  | (   15,604.08) |
< | Fri Mar 20 2009 | Gasoline                 | (    4,673.48) | (   20,277.56) |
< | Sun Mar 22 2009 | Gasoline                 | (    4,164.91) | (   24,442.47) |
< | Thu Mar 26 2009 | Bonus                    |      2,071.18  | (   22,371.29) |
< | Mon Jun 29 2009 | Interest                 |      3,094.92  | (   19,276.37) |
< | Sat Aug  8 2009 | Department of water & po | (    5,673.52) | (   24,949.89) |
< | Sat Aug 29 2009 | Royalty check            |      5,472.25  | (   19,477.64) |
< | Sat Oct 10 2009 | Cable TV                 | (    2,610.40) | (   22,088.04) |
< | Sat Nov  7 2009 | Gasoline                 | (      878.37) | (   22,966.41) |
< | Mon Nov 30 2009 | Bonus                    |        336.48  | (   22,629.93) |
< | Tue Dec 15 2009 | Bonus                    |      3,510.79  | (   19,119.14) |
< | Sat Jan 16 2010 | Interest                 |      1,388.15  | (   17,730.99) |
< | Sun Jan 24 2010 | Phone bill               | (    6,063.02) | (   23,794.01) |
< | Wed Feb  3 2010 | Rent                     | (    3,956.98) | (   27,750.99) |
< | Fri Feb 26 2010 | Bonus                    |      3,787.85  | (   23,963.14) |
< | Wed Mar  3 2010 | Gas company              | (    2,368.53) | (   26,331.67) |
< | Mon Apr 19 2010 | Cable TV                 | (    2,352.66) | (   28,684.33) |
< | Wed Jun  9 2010 | Bonus                    |      3,317.49  | (   25,366.84) |
< | Fri Jul 16 2010 | Cable TV                 | (    1,635.91) | (   27,002.75) |
< | Tue Aug 24 2010 | Royalty check            |      3,425.48  | (   23,577.27) |
< | Sat Sep 18 2010 | Cable TV                 | (    3,756.81) | (   27,334.08) |
< | Fri Oct 29 2010 | Gasoline                 | (    4,647.73) | (   31,981.81) |
< | Wed Nov 10 2010 | Paycheck                 |      1,760.21  | (   30,221.60) |
< | Tue Nov 30 2010 | Bonus                    |      5,477.98  | (   24,743.62) |
< | Mon Jan 17 2011 | Interest                 |        203.78  | (   24,539.84) |
< | Mon Mar 21 2011 | Bonus                    |      2,792.39  | (   21,747.45) |
< | Sun Apr  3 2011 | Bonus                    |      5,713.47  | (   16,033.98) |
< | Sun Apr  3 2011 | Bonus                    |         88.99  | (   15,944.99) |
< | Sat Apr 30 2011 | Bonus                    |      1,669.30  | (   14,275.69) |
< | Sun May  8 2011 | Paycheck                 |      4,466.30  | (    9,809.39) |
< | Wed Jun  1 2011 | Interest                 |      6,184.10  | (    3,625.29) |
< | Fri Jul  8 2011 | Bonus                    |      4,669.27  |      1,043.98  |
< | Sat Jul  9 2011 | Grocery                  | (      878.04) |        165.94  |
< | Tue Aug 23 2011 | Paycheck                 |      4,243.28  |      4,409.22  |
< | Fri Aug 26 2011 | Paycheck                 |        429.06  |      4,838.28  |
< | Mon Sep 19 2011 | Phone bill               | (    3,454.89) |      1,383.39  |
< | Mon Oct 10 2011 | Rent                     | (    5,216.78) | (    3,833.39) |
< | Thu Oct 13 2011 | Grocery                  | (    4,392.83) | (    8,226.22) |
< | Sat Oct 22 2011 | Rent                     | (    3,210.31) | (   11,436.53) |
< | Thu Nov 17 2011 | Paycheck                 |      3,841.39  | (    7,595.14) |
< | Fri Nov 18 2011 | Rent                     | (    5,977.01) | (   13,572.15) |
< | Mon Nov 21 2011 | Interest                 |      3,542.36  | (   10,029.79) |
< | Thu Nov 24 2011 | Royalty check            |      3,327.64  | (    6,702.15) |
< | Wed Feb 29 2012 | Bonus                    |      6,262.47  | (      439.68) |
< | Mon Mar 26 2012 | Royalty check            |        537.77  |         98.09  |
< | Wed May  9 2012 | Grocery                  | (    2,633.63) | (    2,535.54) |
< | Wed May 16 2012 | Bonus                    |      3,153.33  |        617.79  |
< | Tue Jun 19 2012 | Cable TV                 | (    4,957.10) | (    4,339.31) |
< | Tue Jul 24 2012 | Bonus                    |      1,519.37  | (    2,819.94) |
< | Tue Aug  7 2012 | Cable TV                 | (    1,694.02) | (    4,513.96) |
< | Wed Aug 22 2012 | Gas company              | (    3,328.67) | (    7,842.63) |
< | Fri Nov  2 2012 | Gasoline                 | (    4,019.19) | (   11,861.82) |
< | Tue Nov 13 2012 | Gasoline                 | (    4,709.73) | (   16,571.55) |
< | Sun Nov 18 2012 | Paycheck                 |        997.48  | (   15,574.07) |
< | Sat Dec  8 2012 | Bonus                    |      2,031.73  | (   13,542.34) |
< | Fri Jan 18 2013 | Gasoline                 | (      652.53) | (   14,194.87) |
< | Mon Jan 21 2013 | Cable TV                 | (      290.52) | (   14,485.39) |
< | Thu Feb  7 2013 | Interest                 |      5,703.93  | (    8,781.46) |
< | Fri Apr 19 2013 | Gas company              | (    2,999.56) | (   11,781.02) |
< | Mon May  6 2013 | Gas company              | (    4,410.07) | (   16,191.09) |
< | Wed May  8 2013 | Gasoline                 | (    4,351.37) | (   20,542.46) |
< | Mon May 13 2013 | Gas company              | (    3,141.71) | (   23,684.17) |
< | Tue May 14 2013 | Royalty check            |        914.35  | (   22,769.82) |
< | Wed May 22 2013 | Rent                     | (    1,385.49) | (   24,155.31) |
< | Mon Jun 17 2013 | Grocery                  | (    4,233.92) | (   28,389.23) |
< | Sun Jun 23 2013 | Department of water & po | (    4,555.79) | (   32,945.02) |
< | Tue Jul  2 2013 | Cable TV                 | (    1,646.03) | (   34,591.05) |
< | Sun Jul 21 2013 | Bonus                    |      4,210.40  | (   30,380.65) |
< | Sat Sep  7 2013 | Interest                 |        343.17  | (   30,037.48) |
< | Mon Sep 16 2013 | Phone bill               | (    2,183.33) | (   32,220.81) |
< | Mon Jan 13 2014 | Phone bill               | (    5,169.14) | (   37,389.95) |
< | Mon Feb 17 2014 | Phone bill               | (    5,843.78) | (   43,233.73) |
< | Wed Feb 19 2014 | Royalty check            |      1,816.30  | (   41,417.43) |
< | Sun Apr 20 2014 | Paycheck                 |        639.27  | (   40,778.16) |
< | Tue May 20 2014 | Bonus                    |      2,812.19  | (   37,965.97) |
< | Tue May 27 2014 | Gasoline                 | (      371.75) | (   38,337.72) |
< | Thu Jun  5 2014 | Royalty check            |      6,276.99  | (   32,060.73) |
< | Mon Jun  9 2014 | Royalty check            |      2,817.67  | (   29,243.06) |
< | Mon Jul 21 2014 | Department of water & po | (    6,259.46) | (   35,502.52) |
< | Tue Jul 29 2014 | Interest                 |      3,666.16  | (   31,836.36) |
< | Thu Aug 14 2014 | Royalty check            |      3,203.53  | (   28,632.83) |
< | Sun Nov 23 2014 | Interest                 |      3,967.20  | (   24,665.63) |
< | Tue Dec  9 2014 | Phone bill               | (    1,801.66) | (   26,467.29) |
< | Mon Feb  9 2015 | Department of water & po | (    5,649.28) | (   32,116.57) |
< | Wed Apr 29 2015 | Paycheck                 |      4,534.29  | (   27,582.28) |
< | Thu Jul 16 2015 | Phone bill               | (      538.76) | (   28,121.04) |
< | Sat Aug  1 2015 | Department of water & po | (       44.99) | (   28,166.03) |
< | Tue Aug  4 2015 | Royalty check            |        663.63  | (   27,502.40) |
< | Fri Sep  4 2015 | Royalty check            |        609.88  | (   26,892.52) |
< | Sat Sep 12 2015 | Bonus                    |      2,908.21  | (   23,984.31) |
< | Mon Nov  2 2015 | Department of water & po | (    4,590.79) | (   28,575.10) |
< | Thu Nov  5 2015 | Department of water & po | (      687.27) | (   29,262.37) |
< | Thu Jan 21 2016 | Phone bill               | (    2,754.82) | (   32,017.19) |
< | Sun Feb  7 2016 | Grocery                  | (    6,268.24) | (   38,285.43) |
< | Tue Feb  9 2016 | Rent                     | (    1,100.57) | (   39,386.00) |
< | Mon Feb 22 2016 | Bonus                    |        221.76  | (   39,164.24) |
< | Sat Feb 27 2016 | Gasoline                 | (    3,726.08) | (   42,890.32) |
< | Tue May 31 2016 | Cable TV                 | (    2,640.79) | (   45,531.11) |
< | Tue Jun 14 2016 | Interest                 |      4,479.34  | (   41,051.77) |
< | Tue Jun 21 2016 | Department of water & po | (    3,668.57) | (   44,720.34) |
< | Wed Jul 13 2016 | Rent                     | (    4,983.87) | (   49,704.21) |
< | Wed Aug  3 2016 | Rent                     | (      149.40) | (   49,853.61) |
< | Mon Aug 22 2016 | Department of water & po | (    2,291.67) | (   52,145.28) |
< | Tue Oct 25 2016 | Bonus                    |      3,626.47  | (   48,518.81) |
< | Wed Nov 16 2016 | Rent                     | (    1,693.34) | (   50,212.15) |
< | Thu Dec 15 2016 | Bonus                    |      2,492.20  | (   47,719.95) |
< | Wed Dec 21 2016 | Rent                     | (      994.62) | (   48,714.57) |
< | Sat Jan  7 2017 | Gasoline                 | (    5,597.63) | (   54,312.20) |
< | Sat Jan 28 2017 | Gasoline                 | (    3,335.75) | (   57,647.95) |
< | Mon Jan 30 2017 | Gasoline                 | (    2,950.68) | (   60,598.63) |
< | Wed Mar  1 2017 | Bonus                    |      3,667.84  | (   56,930.79) |
< | Sun Mar 12 2017 | Gasoline                 | (    1,080.43) | (   58,011.22) |
< | Fri Apr 28 2017 | Cable TV                 | (    1,558.38) | (   59,569.60) |
< | Tue Jun 13 2017 | Department of water & po | (    2,583.67) | (   62,153.27) |
< | Sat Jun 17 2017 | Paycheck                 |      5,713.33  | (   56,439.94) |
< | Sun Jun 18 2017 | Cable TV                 | (    2,260.11) | (   58,700.05) |
< | Sat Jun 24 2017 | Phone bill               | (    4,674.39) | (   63,374.44) |
< | Fri Jul  7 2017 | Paycheck                 |      6,304.75  | (   57,069.69) |
< | Sun Aug 13 2017 | Bonus                    |      2,361.15  | (   54,708.54) |
< | Sat Sep 23 2017 | Gas company              | (    3,583.39) | (   58,291.93) |
< | Thu Sep 28 2017 | Royalty check            |      3,422.23  | (   54,869.70) |
< | Sat Oct 21 2017 | Rent                     | (    3,639.74) | (   58,509.44) |
< | Sun Jan  7 2018 | Interest                 |      6,244.01  | (   52,265.43) |
< | Tue May 22 2018 | Gas company              | (    2,136.13) | (   54,401.56) |
< | Tue May 29 2018 | Department of water & po | (      861.06) | (   55,262.62) |
< | Fri Jun 22 2018 | Gas company              | (    1,266.23) | (   56,528.85) |
< | Wed Jul  4 2018 | Paycheck                 |      4,582.05  | (   51,946.80) |
< | Fri Jul 13 2018 | Department of water & po | (    2,518.93) | (   54,465.73) |
< | Mon Jul 23 2018 | Grocery                  | (    2,276.08) | (   56,741.81) |
< | Thu Aug 16 2018 | Grocery                  | (    2,973.20) | (   59,715.01) |
< | Thu Nov 15 2018 | Gas company              | (      611.75) | (   60,326.76) |
< | Sun Dec 30 2018 | Phone bill               | (    5,263.89) | (   65,590.65) |
< | Wed Mar 20 2019 | Cable TV                 | (      419.50) | (   66,010.15) |
< | Sun Apr 21 2019 | Phone bill               | (    5,280.61) | (   71,290.76) |
< | Mon May  6 2019 | Bonus                    |      2,888.04  | (   68,402.72) |
< | Mon May 13 2019 | Paycheck                 |      3,387.00  | (   65,015.72) |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f28
4,79c4,7
< | Thu Sep 18 2008 | Cable TV                 | (      526.99) | (      526.99) |
< | Fri Sep 19 2008 | Interest                 |      3,768.93  |      3,241.94  |
< | Sat Dec 20 2008 | Paycheck                 |      5,720.07  |      8,962.01  |
